_id,Ministry,Ministere,Agency,Organisme,Position,Poste,Member / Membre,Term Start / Debut du mandat,Term End / Fin du mandat,Location / Emplacement
2577,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Ontario Labour Relations Board,Commission Des Relations De Travail De L'ontario,Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Johanne Cavé,2021-03-07,2024-03-06T00:00:00,Gatineau
2578,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Ontario Labour Relations Board,Commission Des Relations De Travail De L'ontario,Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Robert Kitchen,2022-07-09,2027-07-08T00:00:00,Heathcote
2579,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Ontario Labour Relations Board,Commission Des Relations De Travail De L'ontario,Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),,,,
2580,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Ontario Labour Relations Board,Commission Des Relations De Travail De L'ontario,Member (Part-Time),Membre (Temps Partiel),David St.louis,2020-02-18,2025-02-17T00:00:00,Etobicoke
2581,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Ontario Labour Relations Board,Commission Des Relations De Travail De L'ontario,Member (Part-Time),Membre (Temps Partiel),Lori Bolton,2020-03-11,2025-03-10T00:00:00,Coldwater
2582,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Ontario Labour Relations Board,Commission Des Relations De Travail De L'ontario,Member (Part-Time),Membre (Temps Partiel),William Cook,2020-03-18,2025-03-17T00:00:00,Thornbury
2583,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Ontario Labour Relations Board,Commission Des Relations De Travail De L'ontario,Member (Part-Time),Membre (Temps Partiel),william nicholls,2020-05-06,2025-05-05T00:00:00,Cobourg
2584,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Ontario Labour Relations Board,Commission Des Relations De Travail De L'ontario,Member (Part-Time),Membre (Temps Partiel),Brian MacDonald,2022-01-01,2026-06-21T00:00:00,Mountain
2585,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Ontario Labour Relations Board,Commission Des Relations De Travail De L'ontario,Member (Part-Time),Membre (Temps Partiel),John Dowding,2022-01-01,2026-06-21T00:00:00,Sarnia
2586,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Ontario Labour Relations Board,Commission Des Relations De Travail De L'ontario,Member (Part-Time),Membre (Temps Partiel),Wayne Zachar,2022-01-01,2026-06-21T00:00:00,MISSISSAUGA
2587,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Ontario Labour Relations Board,Commission Des Relations De Travail De L'ontario,Member (Part-Time),Membre (Temps Partiel),Heino Nielsen,2022-01-01,2026-06-29T00:00:00,TORONTO
2588,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Ontario Labour Relations Board,Commission Des Relations De Travail De L'ontario,Member (Part-Time),Membre (Temps Partiel),,,,
2589,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Hearings Tribunal,Commission De L'équité Salariale De L'ontario - Tribunal De L'équité Salariale,Presiding Officer (Full-Time),Présidence Officer (Plein Temps),David Ross,2022-04-02,2025-04-01T00:00:00,Mississauga
2590,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Hearings Tribunal,Commission De L'équité Salariale De L'ontario - Tribunal De L'équité Salariale,Deputy Presiding Officer (Part-Time),Président Suppléant (Temps Partiel),Lindsay Lawrence,2022-02-17,2024-02-16T00:00:00,Toronto
2591,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Hearings Tribunal,Commission De L'équité Salariale De L'ontario - Tribunal De L'équité Salariale,Deputy Presiding Officer (Part-Time),Président Suppléant (Temps Partiel),Caroline Rowan,2022-08-06,2025-08-05T00:00:00,Toronto
2592,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Hearings Tribunal,Commission De L'équité Salariale De L'ontario - Tribunal De L'équité Salariale,Deputy Presiding Officer (Part-Time),Président Suppléant (Temps Partiel),,,,
2593,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Hearings Tribunal,Commission De L'équité Salariale De L'ontario - Tribunal De L'équité Salariale,Alternate Presiding Officer (Part-Time),Président Alternatif (Temps Partiel),Caroline Rowan,2022-08-06,2025-08-05T00:00:00,Toronto
2594,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Hearings Tribunal,Commission De L'équité Salariale De L'ontario - Tribunal De L'équité Salariale,Member (Part-Time),Membre (Temps Partiel),Irene Harris,2017-12-21,2022-12-20T00:00:00,PICTON
2595,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Hearings Tribunal,Commission De L'équité Salariale De L'ontario - Tribunal De L'équité Salariale,Member (Part-Time),Membre (Temps Partiel),Carol Phillips,2022-09-29,2024-09-28T00:00:00,Barrie
2596,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Hearings Tribunal,Commission De L'équité Salariale De L'ontario - Tribunal De L'équité Salariale,Member (Part-Time),Membre (Temps Partiel),Patricia Greenside,2021-11-21,2024-11-20T00:00:00,TORONTO
2597,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Hearings Tribunal,Commission De L'équité Salariale De L'ontario - Tribunal De L'équité Salariale,Member (Part-Time),Membre (Temps Partiel),STEPHEN ROTH,2021-12-12,2024-12-11T00:00:00,STRATFORD
2598,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Hearings Tribunal,Commission De L'équité Salariale De L'ontario - Tribunal De L'équité Salariale,Member (Part-Time),Membre (Temps Partiel),Carla Zabek,2022-04-04,2027-04-03T00:00:00,Dundas
2599,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Hearings Tribunal,Commission De L'équité Salariale De L'ontario - Tribunal De L'équité Salariale,Member (Part-Time),Membre (Temps Partiel),Lori Bolton,2022-09-26,2027-09-25T00:00:00,Coldwater
2600,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Hearings Tribunal,Commission De L'équité Salariale De L'ontario - Tribunal De L'équité Salariale,Member (Part-Time),Membre (Temps Partiel),,,,
2601,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Pay Equity Commission of Ontario - Pay Equity Office,Commission De L'équité Salariale De L'ontario - Bureau De L'équité Salariale,Commissioner (Full-Time),Commissaire (Plein Temps),Kadie Ward,2020-08-27,2023-08-26T00:00:00,Powassan
2602,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Portable Benefits Advisory Committee,Comité consultatif de la transférabilité des avantages sociaux,Chair (Part-Time),Présidence (Temps Partiel),Susan McArthur,2022-03-24,2023-08-02T00:00:00,Toronto
2603,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Portable Benefits Advisory Committee,Comité consultatif de la transférabilité des avantages sociaux,Member (Part-Time),Membre (Temps Partiel),Allan Shapira,2022-03-24,2023-08-02T00:00:00,Toronto
2604,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Portable Benefits Advisory Committee,Comité consultatif de la transférabilité des avantages sociaux,Member (Part-Time),Membre (Temps Partiel),Bradley Nicpon,2022-03-24,2023-08-02T00:00:00,Toronto
2605,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Portable Benefits Advisory Committee,Comité consultatif de la transférabilité des avantages sociaux,Member (Part-Time),Membre (Temps Partiel),Marlayna  Perrone,2022-03-24,2023-08-02T00:00:00,Mississauga
2606,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Portable Benefits Advisory Committee,Comité consultatif de la transférabilité des avantages sociaux,Member (Part-Time),Membre (Temps Partiel),Sunil JOHAL,2022-03-24,2023-08-02T00:00:00,Ancaster
2607,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Colin deRaaf,2019-12-09,2022-12-08T00:00:00,Waterdown
2608,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),James St. John,2019-12-09,2022-12-08T00:00:00,Etobicoke
2609,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Roger Tickner,2020-01-08,2023-01-07T00:00:00,RICHMOND HILL
2610,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Daniel Fleming,2020-02-20,2023-02-19T00:00:00,Mississauga
2611,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Dustin  Philp,2020-08-04,2023-08-03T00:00:00,Lindsay
2612,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Isra Levy,2020-08-04,2023-08-03T00:00:00,Ottawa
2613,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Blair Allin,2020-08-11,2023-08-10T00:00:00,St. Catherines
2614,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Sandro Pinto,2020-11-10,2023-11-09T00:00:00,Toronto
2615,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Brian Arnold,2020-11-16,2023-11-15T00:00:00,London
2616,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Cora DeMarco,2020-11-16,2023-11-15T00:00:00,Livley
2617,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Bill Mader,2021-03-30,2024-03-29T00:00:00,My Brydges
2618,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Stephen Chaplin,2021-03-30,2024-03-29T00:00:00,Mississauga
2619,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Rodney Cook,2021-05-16,2024-05-15T00:00:00,Whitby
2620,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),Lee-Anne Lyon-Bartley,2021-12-13,2024-12-12T00:00:00,Brampton
2621,"Labour, Immigration, Training and Skills Development","Ministère du Travail, de la Formation et du Développement des
compétences",Prevention Council,Conseil De La Prévention,Member (Part-Time),Membre (Temps Partiel),,,,
