 Amount ,Ministry,Category,Payment Detail,Recipient,Statutory,Additional Detail
" $775,451 ",Ministry Of Health,Transfer Payments,Hiv Aids And Hepatitis C Programs,Unity Health Toronto (O/A Providence St Josephs & St Michaels Healthcare),No Value,No Value
" $411,100 ",Ministry Of Health,Transfer Payments,Hiv Aids And Hepatitis C Programs,University Health Network,No Value,No Value
" $126,017 ",Ministry Of Health,Transfer Payments,Hiv Aids And Hepatitis C Programs,Waasegiizhig Nanaandawe'Iyewigamig Health Access Centre,No Value,No Value
" $200,231 ",Ministry Of Health,Transfer Payments,Hiv Aids And Hepatitis C Programs,Warden Woods Community Centre,No Value,No Value
" $390,632 ",Ministry Of Health,Transfer Payments,Hiv Aids And Hepatitis C Programs,Wayside House Of Hamilton,No Value,No Value
" $571,764 ",Ministry Of Health,Transfer Payments,Hiv Aids And Hepatitis C Programs,Wellfort Community Health Services,No Value,No Value
" $477,465 ",Ministry Of Health,Transfer Payments,Hiv Aids And Hepatitis C Programs,Windsor Essex Community Health Centre,No Value,No Value
" $136,900 ",Ministry Of Health,Transfer Payments,Hiv Aids And Hepatitis C Programs,Women's Health In Womens Hands,No Value,No Value
" $1,257,207 ",Ministry Of Health,Transfer Payments,Hiv Aids And Hepatitis C Programs,"Accounts Under $120,000",No Value,No Value
" $296,457 ",Ministry Of Health,Transfer Payments,Tuberculosis Prevention,City Of Toronto,No Value,No Value
" $6,833,739 ",Ministry Of Health,Transfer Payments,Tuberculosis Prevention,Ontario Government Pharmacy & Medical Supply Services,No Value,No Value
" $394,127 ",Ministry Of Health,Transfer Payments,Tuberculosis Prevention,West Park Healthcare Centre,No Value,No Value
" $151,085 ",Ministry Of Health,Transfer Payments,Tuberculosis Prevention,"Accounts Under $120,000",No Value,No Value
" $802,257 ",Ministry Of Health,Transfer Payments,Sexually Transmitted Diseases Control,Ontario Government Pharmacy & Medical Supply Services,No Value,No Value
" $3,911 ",Ministry Of Health,Transfer Payments,Sexually Transmitted Diseases Control,"Accounts Under $120,000",No Value,No Value
" $645,717,444 ",Ministry Of Health,Transfer Payments,Canadian Blood Services,Canadian Blood Services,No Value,No Value
" $2,234,541 ",Ministry Of Health,Transfer Payments,Canadian Blood Services,Ottawa Hospital,No Value,No Value
" $3,594,488 ",Ministry Of Health,Transfer Payments,Canadian Blood Services,Unity Health Toronto (O/A Providence St Josephs & St Michaels Healthcare),No Value,No Value
" $6,493,741 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Algoma District Services Administration Board,No Value,No Value
" $7,863,108 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,City Of Cornwall,No Value,No Value
" $13,573,024 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,City Of Greater Sudbury,No Value,No Value
" $12,964,440 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,City Of Guelph,No Value,No Value
" $34,360,891 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,City Of Hamilton,No Value,No Value
" $6,034,122 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,City Of Kawartha Lakes,No Value,No Value
" $67,993,699 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,City Of Ottawa,No Value,No Value
" $17,933,844 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,City Of Thunder Bay,No Value,No Value
" $1,780,654 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,City Of Timmins,No Value,No Value
" $184,242,236 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,City Of Toronto,No Value,No Value
" $3,536,576 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Corporation Of Haldimand County,No Value,No Value
" $6,507,198 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Corporation Of The County Of Bruce,No Value,No Value
" $8,175,213 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Corporation Of The County Of Northumberland,No Value,No Value
" $30,941,468 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Corporation Of The County Of Simcoe,No Value,No Value
" $7,300,250 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Brant,No Value,No Value
" $4,263,398 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Dufferin,No Value,No Value
" $5,607,238 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Elgin,No Value,No Value
" $10,320,744 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Frontenac,No Value,No Value
" $8,693,030 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Grey,No Value,No Value
" $3,015,146 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Haliburton,No Value,No Value
" $10,280,269 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Hastings,No Value,No Value
" $7,028,586 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Huron,No Value,No Value
" $9,176,393 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Lambton,No Value,No Value
" $5,587,257 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Lanark,No Value,No Value
" $4,340,272 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Lennox And Addington,No Value,No Value
" $24,556,117 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Middlesex,No Value,No Value
" $7,595,744 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Oxford,No Value,No Value
" $7,197,286 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Perth,No Value,No Value
" $9,544,571 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Peterborough,No Value,No Value
" $1,677,564 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Prince Edward,No Value,No Value
" $11,678,758 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,County Of Renfrew,No Value,No Value
" $6,207,086 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,District Municipality Of Muskoka,No Value,No Value
" $8,214,137 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,District Of Cochrane Social Services Administration Board,No Value,No Value
" $6,203,390 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,District Of Nipissing Social Services Administration Board,No Value,No Value
" $6,338,357 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,District Of Sault Ste Marie Social Services Administration Board,No Value,No Value
" $4,526,936 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,District Of Timiskaming Social Services Admin Board,No Value,No Value
" $14,726,660 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Kenora District Services Board,No Value,No Value
" $12,904,821 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Manitoulin-Sudbury District Services Board,No Value,No Value
" $5,723,275 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Norfolk County,No Value,No Value
" $5,463,507 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Rainy River District Social Services Admin Board,No Value,No Value
" $31,219,396 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Regional Municipality Of Durham,No Value,No Value
" $23,149,008 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Regional Municipality Of Halton,No Value,No Value
" $35,548,033 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Regional Municipality Of Niagara,No Value,No Value
" $65,053,752 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Regional Municipality Of Peel,No Value,No Value
" $22,303,298 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Regional Municipality Of Waterloo,No Value,No Value
" $53,958,265 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Regional Municipality Of York,No Value,No Value
" $25,786,062 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,The Corporation Of The County Of Essex,No Value,No Value
" $7,644,191 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,The Corporation Of The Municipality Of Chatham-Kent,No Value,No Value
" $5,604,552 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,Town Of Parry Sound,No Value,No Value
" $8,159,863 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,United Counties Of Leeds & Grenville,No Value,No Value
" $8,404,571 ",Ministry Of Health,Transfer Payments,Municipal Ambulance Operations,United Counties Of Prescott & Russell,No Value,No Value
" $2,164,382 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,299340 Ontario Ltd (O/A Muskoka Ambulance Service),No Value,No Value
" $2,658,483 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Beausoleil First Nation,No Value,No Value
" $1,658,005 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Chippewas Of Rama First Nation,No Value,No Value
" $2,340,242 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Hamilton Health Sciences Corp,No Value,No Value
" $2,136,048 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Health Sciences North,No Value,No Value
" $5,518,092 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Kingston Health Sciences Centre,No Value,No Value
" $3,016,541 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Lake Of The Woods District Hospital (Lwdh),No Value,No Value
" $2,398,211 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Lakeridge Health,No Value,No Value
" $3,042,314 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,London Health Sciences Centre,No Value,No Value
" $2,139,680 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Naotkamegwanning First Nation,No Value,No Value
" $2,836,834 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,North Bay Regional Health Centre,No Value,No Value
" $2,160,040 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Oneida Nation Of The Thames,No Value,No Value
" $352,036 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Ontario Council Of The Order Of St Johns Ambulance,No Value,No Value
" $14,815,105 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Ornge,No Value,No Value
" $3,383,404 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Ottawa Hospital,No Value,No Value
" $2,441,580 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Sault Area Hospital,No Value,No Value
" $4,590,769 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Six Nations Of The Grand River,No Value,No Value
" $7,134,873 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Sunnybrook Health Sciences Centre,No Value,No Value
" $1,389,974 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Thunder Bay Regional Health Sciences Centre,No Value,No Value
" $11,453,550 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,Weeneebayko Area Health Authority,No Value,No Value
" $2,013,792 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,West Parry Sound Health Centre,No Value,No Value
" $111,410 ",Ministry Of Health,Transfer Payments,Other Ambulance Operations,"Accounts Under $120,000",No Value,No Value
" $805,994 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Alexandra Hospital,No Value,No Value
" $433,395 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Alexandra Marine And General Hospital,No Value,No Value
" $645,977 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Almonte General Hospital,No Value,No Value
" $969,629 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Anson General Hospital,No Value,No Value
" $898,105 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Arnprior Regional Health,No Value,No Value
" $240,967 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Atikokan General Hospital,No Value,No Value
" $2,219,425 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Baycrest Centre For Geriatric Care,No Value,No Value
" $513,997 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Bingham Memorial Hospital,No Value,No Value
" $434,528 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Blanche River Health,No Value,No Value
" $1,349,008 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Bluewater Health,No Value,No Value
" $1,869,100 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Brant Community Healthcare System,No Value,No Value
" $956,891 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Brockville General Hospital,No Value,No Value
" $909,817 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Bruyere Continuing Care Inc,No Value,No Value
" $1,343,007 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Cambridge Memorial Hospital,No Value,No Value
" $834,141 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Campbellford Memorial Hospital,No Value,No Value
" $192,373 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Carleton Place District Memorial Hospital,No Value,No Value
" $3,551,723 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Centre For Addiction And Mental Health,No Value,No Value
" $1,963,286 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Chatham-Kent Health Alliance,No Value,No Value
" $1,057,925 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Children's Hospital Of Eastern Ontario - Ottawa Children's Treatment Centre,No Value,No Value
" $407,407 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Clinton Public Hospital,No Value,No Value
" $282,820 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Collingwood General & Marine Hospital,No Value,No Value
" $787,863 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Cornwall Community Hospital,No Value,No Value
" $411,501 ",Ministry Of Health,Transfer Payments,Health Infrastructure Renewal Fund,Deep River And District Hospital,No Value,No Value
